counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
0,0,0,0,0,0,0,0,0
113512,0,0,1,1,0,0,15,15
124655,1,0,1,2,5,0,15,20
134013,2,0,1,3,10,0,15,25
162490,3,0,1,4,15,0,15,30
201197,4,0,1,5,20,0,15,35
250373,5,0,1,6,25,0,15,40
